feature_id	rna_sample_001	rna_sample_002	rna_sample_003	rna_sample_004	rna_sample_005	rna_sample_006	rna_sample_007	rna_sample_008	rna_sample_009	rna_sample_010	rna_sample_011	rna_sample_012	rna_sample_013	rna_sample_014	rna_sample_015	rna_sample_016	rna_sample_017	rna_sample_018	rna_sample_019	rna_sample_020	rna_sample_021	rna_sample_022	rna_sample_023	rna_sample_024
rna_feature_0014	1.8443947669364	0.954996715193072	0.0368248141017773	-3.32579610430501	1.97208603919368	-0.906491692092904	0.209392307892135	-1.72778245520251	3.17100778362433	0.199511453574282	0.208679204302804	-2.53177100868215	0.821508068564707	-1.21003426046128	0.14733982957105	-1.79304392421771	1.03489532211238	-0.469554202220592	0.371744313082206	-2.00173691355481	2.09458952741166	0.627028534056939	0.864964438555624	-1.25595778666965
rna_feature_0015	-2.70747081804374	-8.42468337191454	2.62211840251831	0.108410564428935	-2.12419112191035	-3.10069197592607	1.2984409650397	2.21483195569502	0.838962984103684	-3.76842706185701	7.64638749946411	1.14216901750827	-1.38838855046592	-4.22183663338066	1.04056276173173	-3.15294739290602	0.946358583795791	-2.38186850056057	3.59225352485503	2.44273232586598	-0.484040006251104	0.263145749769578	5.49070147546703	1.6845406936462
rna_feature_0016	5.00490406653853	6.78604686708978	-1.34941845151444	-1.84582903672456	4.12235120326264	0.988121282966332	-1.24508014029516	-1.7441573846568	-0.525408855362311	-0.48259101062292	-5.15815968182147	-3.1975230120953	3.59931609034634	3.79134330287618	0.898717710660005	2.80850477932018	1.64458598523338	0.692139407104536	-1.25078196653513	-2.59149229430609	0.858084206899615	-2.09735052827955	-5.10809548398553	-4.28975029806453
rna_feature_0017	-3.92692299539949	-5.15300778160177	0.222486093495208	1.31498022557902	-2.5891480756027	-0.374746601171025	1.0474514933735	2.2776734188838	1.03321415520989	-0.737339742488998	3.7130117662895	1.78766281295865	-1.54954638899756	-3.43762351023667	0.294582145819845	-2.59131244076458	-0.950308556090102	-1.70919652288006	1.08456394894271	1.42759532256043	-0.0734055147125906	0.675388315946846	3.73972383220396	0.607639415674062
rna_feature_0018	-3.95802770261329	4.9471288151788	-6.88153733716267	-1.69678626461516	-3.62285671942809	3.87063130070426	-3.67587402311829	-0.132679704292615	1.99714300043077	6.21756644903166	-2.02703752286905	4.70689953780813	-4.14251673068763	2.23116653042283	-6.16300785183911	-0.271708337473063	-1.12171389674582	4.94717646672106	-3.53965461544814	1.05397105626376	1.06842794948491	5.0628697976589	-2.25455918906663	4.57553542162638
rna_feature_0019	-5.59522436085893	-2.24945575340542	-3.55100753804137	1.69204671327651	-3.47238572199538	1.1047748866702	-0.605186531286249	2.65472457911204	0.0284522455564449	4.90636504862674	1.22753578661466	3.50008777985516	-5.09049426907809	-1.18930222938986	-4.33884904889019	-1.68680149459955	-2.44521989855715	2.95029923167156	0.370973871565853	1.92020286248328	-1.26119714844004	4.50232607157193	2.10928692979702	5.53984387016537
rna_feature_0020	1.09701776997547	0.410931404517258	1.81776483484223	-0.549600771906861	0.871757551222699	-1.04967100648427	0.163022347540409	0.959485284455469	-0.981065567312604	-0.0311068477249032	-0.402704072995534	0.452585037399364	0.834940630673908	-1.00174951207127	-0.546543052385013	-0.684003231292945	1.19032882344428	0.0203871164671954	0.191991723743669	0.366273010817882	-0.226974105184124	0.748045293381659	1.42033847796021	-0.731811245283537
rna_feature_0021	-1.26813277930696	-1.32123684774331	-0.486404136787582	1.92231651545615	-0.21069501986553	0.229536161231015	0.648081571228706	0.344325801937602	-1.10096141274792	0.0598181887066453	0.523781179377552	-1.31583556555008	0.713118937113456	0.812085094978635	-0.605134742365747	0.841140441268273	-0.603612727862486	0.255297653633329	-0.417792003545093	-0.00473591641433513	-0.833911978065587	-0.659531995626114	1.01173893237137	-0.142159158938052
rna_feature_0022	-1.18797761389711	-0.473793333968291	1.29695664450302	0.295166368294859	-0.714877250465574	-0.929673100088506	0.730770007677926	1.58486885931781	-0.409418347423912	0.467823542496856	-1.24232596616272	1.19361224280766	-1.7451468795988	-0.15249568435702	-0.899661657844278	-0.0102572350784045	-0.970522480739287	-1.08818327778805	-0.141457830794621	0.763997606779328	-0.426003200704569	-0.773051161588402	1.45755161504739	1.39559377129115
rna_feature_0023	2.17277474737339	-0.375657949442252	0.875169485330843	-0.930567749544902	1.43297035856596	-0.790098999206371	-0.664783716008456	-1.86389301955255	0.857423184796853	-2.47565586996423	0.500674133068937	-1.77358654949643	2.46381491618745	-0.602184180991336	0.3834376945264	-0.56698274997827	0.813018300818251	0.099897107343057	0.12194344013058	-0.610103551210514	0.410816957459928	-1.75147618600225	0.807365203100425	-1.49585000099619
rna_feature_0024	3.33831512387053	-0.698105662465026	5.65832314456598	3.61316483158617	0.409907589913075	-1.96257753472521	2.52247941400146	0.700432214135815	-5.31403992159206	-7.63597914186714	-1.21493758762827	-2.45291731880846	2.61500268032829	0.772077835100274	5.8861903406842	4.58493035611419	1.05000666604983	-3.7208882012377	0.494383378835988	0.218701104310104	-4.57752626315206	-4.24500355370563	-3.20464407169395	-3.04969187173669
rna_feature_0025	-0.191855153269896	-1.47498246537963	1.53938175667911	1.82372100932748	-1.3212543700663	-0.262430683460173	1.09219403933574	1.04257517548424	-2.63520106117196	-1.5811762653937	-0.773755294939406	-0.501525943815153	-0.771851272167723	0.447167905271113	1.69958013772056	0.907102408501026	-1.26339374516797	-1.71826996818312	1.01756591508158	1.05957302514491	-1.56132444547005	-2.06882241467629	-0.48361528004322	0.9821098456092
rna_feature_0026	-4.73586529040496	1.34086667436032	-2.63817067665153	1.15368251117318	-2.65548916301719	2.55922064898234	-0.418116631495737	2.26518706961067	-0.525677330740178	4.34546816056856	-2.24570092716983	3.78542573298385	-3.86256925293984	2.28686355166786	-2.07773242745279	0.587697338469304	-1.81557646013504	2.79719482056837	-1.27507646354844	1.74170466630071	-1.21505598112902	1.38574396854393	-1.27874354390422	3.55404548258675
rna_feature_0027	3.5576119063453	1.16864329729486	1.72616199684838	-1.37073865427648	2.57645836041035	-1.46985516240936	0.495868506367041	-1.82342102208501	-0.645515038121406	-1.72225538743186	1.03594462360364	-3.40436239929025	1.34316383039131	-1.09698268631195	2.40860663992451	-1.0814099768134	1.39264010008201	-2.05536012553154	0.458616832969907	-0.760282776326333	1.26689360628812	-3.0035907404594	-0.90259783924876	-3.55605110975984
rna_feature_0028	2.82240489528768	2.55019500211245	-2.15419994634223	-2.79397098345428	2.16100232756793	0.573665849709244	-2.1165012617657	-2.52248552892062	3.57069088863607	2.69560704115837	-1.95072117452917	-0.312781078786406	1.54814326381222	0.461438364651925	-3.01077165935412	-1.91053918265265	0.144970762733026	2.39290841646188	-1.53228198264011	-2.61493913439511	2.67399872993306	4.0901469242538	0.55047146831108	0.41238201078661
rna_feature_0029	-1.09113894442906	-1.51628374209778	1.79031748707844	1.48016586181788	-0.559117072403887	-0.313578824668189	0.674447641306027	1.08506240466574	-1.3667366388446	-1.63560905957602	0.987239011429401	-0.0363331571647	0.127595220938109	-0.445990364321197	0.369028169162534	1.41800363028882	-0.979009367620418	-0.673431654199684	-0.173714981317991	0.893707001012379	-2.99759544524508	0.785437634118142	0.29707125088144	0.260540520733371
rna_feature_0030	-5.70356023575131	-3.01171892441497	-1.79107953938747	3.09052777026432	-5.08925939499536	-0.44769609317021	0.215868065722287	3.66825302378117	-1.64082202439861	2.18716794689944	2.18413895509269	3.46045184078754	-4.13870375687266	0.453559210661577	-2.13159458863613	-0.0223948698884522	-2.30005553880858	0.892804230796266	-1.24604111511391	2.1305420478661	-2.1309559399223	3.33216446191811	1.80797084669439	4.8955167620147
rna_feature_0031	2.52754982468118	-4.53744701138616	2.58581593486499	-2.67711915209498	1.05294662876639	-3.36837192430109	1.38845131058724	-0.508315069029546	3.14274880623383	-1.08360720517592	4.46011816135138	-2.96136863096094	1.1321085707501	-2.95226098146193	-0.566211507467241	-4.1135324306888	0.133083287594971	-2.83870824796401	3.12895152886755	-0.915868693555278	3.3115233379156	0.179157700002404	2.95978053605597	-1.2393767606193
rna_feature_0032	3.2243638987352	0.604150020155278	0.585838905782738	-1.7061229320611	2.99855454448755	-0.340881859827202	-1.36191829225096	-4.23541388847626	2.74690230902481	1.36350522446214	0.199341020824967	-1.08579101530615	0.83829267152924	-0.950612952302114	0.324204625053125	-1.68346679499595	0.885653945672321	-0.39236986865618	0.246860073333781	-1.8307054811502	2.47662631501231	0.239037790201097	-0.0550528718067891	-2.76064365691184
rna_feature_0033	2.70735849104186	-0.538576775236173	1.94724838508048	0.839832791329108	0.657619116633325	-0.406877612876038	1.04743114273888	0.523474721582166	-0.494829220441249	-1.16591003658473	0.993528921030221	-1.21226551768002	1.86797041727329	-0.864976376890288	0.842570043717232	1.19207634531667	1.02663551715251	-1.84221691417289	2.0157319207759	0.701243341019147	-0.692046314291858	-2.57853060622467	-0.353643745008141	-0.728566715744665
rna_feature_0034	1.62459515791787	1.15519937663781	1.25298766375714	0.932107970478649	-0.180133644184374	0.378898780145162	0.746901656629939	0.113039970413265	-2.20708883279238	-1.31897275238542	-2.54185785941362	-1.52644356457606	0.698080238659903	1.02321591172581	2.68939444187124	1.88428878681829	-0.30470167370757	-0.447396280130526	0.284265139760687	0.392035331218767	-0.865578680407026	-1.40009143550231	-1.78029614900414	-1.0223521081662
rna_feature_0035	4.06739505381414	-3.42733648022075	6.70223662679174	2.54747303405847	1.09238061360649	-2.50516520360611	3.16702751567627	0.145093685862417	-3.86814156332661	-5.81479091956007	-1.33072339177728	-2.64366019810966	3.30871370122993	-0.954249845339539	5.22449846499604	4.79861024321109	1.71446930900221	-3.91955621281608	2.45166860050386	1.28680064130786	-3.54522598085658	-5.63070702266887	-2.52160234850422	-3.22640577322736
rna_feature_0036	1.38738375843181	5.110139344112	-3.08875023595381	-0.726111815260582	0.257064158659765	2.29784894539905	-3.21048185796832	-1.82707971047534	-0.992544060765923	3.48720609243432	-6.05781371780699	-0.207341633388986	0.110949009058793	4.33607659050789	-1.16043015710682	2.82695585493562	-0.532190864273683	3.03800697117921	-3.25349541519671	-0.82576682493954	-0.0461416429929352	0.917615570141895	-4.27124983957838	-1.09707166338167
rna_feature_0037	-3.24620552094897	-1.17589038489527	-1.39729407347869	0.220733280611996	-1.85684079671146	0.28405498811699	0.318168427791026	2.36285419395352	-1.81677449676823	0.683905455489049	0.0213194234214624	1.51172120544982	-2.66542081327073	-1.31426112544102	-2.00347592174988	0.406258582777275	-0.653391912246034	1.45417051102933	0.72754490665897	-0.881090527131359	-0.905243423366	1.50583915105589	0.958582802343845	2.76666526698667
rna_feature_0038	-5.89926018625709	1.28484957626458	-7.08835012791276	-0.854219877599804	-4.94678871215677	3.02113504037695	-3.26597100430642	2.14606071392369	2.23827238812565	7.02662398199892	0.872869485773425	4.77304852757385	-4.28491584588277	0.230331085057891	-6.98630906816182	-2.88860593283336	-2.27051903459766	4.3061263335278	-2.12962881834702	1.27726245348476	2.17633068786264	4.99659114525971	3.50424186820785	5.06617862137805
rna_feature_0039	-4.2422075452299	0.149060627984162	-4.39293042543514	2.11995603868906	-2.79619134501864	2.65023185253293	-2.0572733626272	3.129820273087	0.570995855592954	2.70125809446592	-1.34568785257769	3.94674695325263	-3.24476507857201	0.878596857771795	-3.32648658566092	0.365286952818013	-2.03402282876417	2.08172887955703	-1.02200807592091	1.46409891520545	0.198039581318897	2.98246597147533	0.478332543539705	3.46261547891694
rna_feature_0040	0.63752194333169	-2.02940727215852	1.63758780690814	-0.583285038702065	0.435596532435164	-1.79353115903309	0.566252868833646	-0.591374779602203	0.131240317475934	0.743134349688778	1.0188666779631	-1.6129067870937	1.53405886880437	-1.94285001479644	-0.628269823361356	-2.62876602068528	1.51207429058704	-1.67334238112762	-0.510087389148071	-0.451580610691174	1.3739566906113	-0.763911918735303	1.07974739662922	0.278978987585661
rna_feature_0041	3.31046288132961	0.991727247928599	0.900043568506035	-3.033060099079	3.75330378371343	-1.89060899992104	-0.830033245207744	-3.24186305030695	3.80110336466876	-0.416343442699805	-0.175833566145284	-3.63561223065262	1.59277932724443	-1.96378222110805	0.28982036160319	-2.47750576013833	2.18754745936866	-1.28757561727731	1.56171124150738	-1.54493477806308	2.91985098194341	-0.100539470982537	0.806448851181766	-3.89829848061975
rna_feature_0042	-3.32780109414582	-2.05972703010078	-0.986931232220093	0.602958796633182	-1.04789507378986	0.483863653063058	1.00577403748003	2.0262613591323	0.868817152812182	2.37116955718563	1.91893282110031	1.52385600474232	-2.05167771133212	-0.887268694436707	-2.31530451646386	-1.4275231038329	-0.765802406548761	0.157729025043408	0.642586240093271	0.73005856124667	1.1247052796081	0.329512645437829	0.946646338226314	-0.24440083427078
rna_feature_0043	5.27460877281555	-6.8514261176933	6.73130537889394	-2.44994815874277	2.86140034977535	-7.1653157284613	4.09061877475067	-0.93941305992064	0.165693008491216	-7.80086575179529	6.13929881223396	-3.04657478481491	3.55223232446321	-5.49726436507647	4.4308049782478	-5.01759010772085	3.87673016460034	-6.48886577136065	4.32905447489257	-1.54451215765756	0.243846967568134	-4.03699229246958	3.33016620213557	-3.62910604249128
rna_feature_0044	-3.44317309193782	-5.48118235066865	1.07251492092798	2.28290487049465	-3.52547081571755	0.0312696933324498	1.39255404608129	1.75260964559454	-0.738948134471202	-0.351024541318532	2.12608784612113	2.82218367058714	-2.54124275613946	-1.20991582475515	-0.350853738319051	-0.225740670018808	-1.49024183869553	0.0852913794423265	0.874353268051372	2.02122778051056	-0.790420389141226	1.67578415242625	2.98305420319324	4.19829710231853
rna_feature_0045	1.7769927679311	-7.76930284085764	12.0257082296496	6.52446687607795	0.182931966868477	-6.94172363363897	7.33470259318215	2.78446741575338	-7.47564609377521	-11.8945887241674	3.19105361677793	-2.82798912680927	3.13863050849866	-1.99764983076461	9.78938633226982	4.90751311145311	1.65527867954271	-8.22772388760892	3.85721581549466	1.91924352431722	-6.72225506351922	-10.016645526902	0.521701221487478	-3.67984741596912
rna_feature_0046	-0.232232063271054	1.35240444409606	-1.68899852615213	-0.406446927436021	1.0468560090152	1.61596579988265	-1.65155793106612	-0.938206312930406	1.43971453286374	1.83761292830434	-1.36530002209143	-0.624050679529138	-0.0176008880729339	1.67440785149226	-0.917762024466213	0.533537294692581	-0.311417009551379	0.760783709291566	-2.40579201301702	-0.345411220753349	0.952770798478046	1.12910231633326	0.236716101142195	-0.746497334942185
rna_feature_0047	0.681374062812148	-1.40900039773782	2.12422238005064	0.931819369959918	1.17265183240486	-1.19351899534891	1.76055740220421	-0.078297637615317	-0.507666137461463	-2.55236667383048	1.71356482924823	0.0880122277818939	1.52574918504109	-1.57111461210811	2.11115385247561	0.348926100616972	1.11045201493179	-0.819000769889401	1.52380096754602	-0.51959741206701	-0.874916475655704	-0.0254011856329484	0.979821276857974	0.826376625479607
rna_feature_0048	-3.03095339730775	-0.44193585403278	-0.674122848193938	4.87747672963195	-1.49801845396741	1.85932751062677	0.370690935852502	1.9783487108863	-1.8231837820137	-0.678755528272918	-0.932142126851764	2.41039543016175	-1.88810101662344	1.36266665509172	0.0169119222863313	4.11242613456355	-1.28625286454624	0.47721013257322	-0.350919110202716	3.07633270340016	-3.40633776976974	-1.36923792375755	-1.71644467685478	3.02016425754191
rna_feature_0049	0.986150481752693	-0.484486681123098	0.272376590808568	-0.38780661558964	0.464341936531446	-0.57670645426843	-0.120704034288548	0.919463249683544	-1.16861258662109	-0.0436705855073909	0.263132571235887	-0.123751905224421	0.229827341735271	-0.495241740463314	1.29729922213324	0.257841235511192	0.0734307775582266	-0.479601569161678	1.12733254947429	1.18901530143819	-1.52031138582048	-0.393098086486261	0.477447058166072	-0.165361666089095
rna_feature_0050	-0.731537720073524	1.99030589489822	-0.878023668134024	0.0956685032556955	0.216711306063855	1.47498376893511	-1.3276472217977	-1.28929685985243	-0.884236083335856	1.98950188529818	-1.84814006676192	-0.125573006502394	-0.803869316707087	1.13772548392956	-0.722023195115103	0.527403084746956	-1.45601826132763	1.32281268037182	-0.536114341296829	-0.255048678297604	0.359587810923328	1.68754345456976	-0.145411058656739	0.500834834197026
rna_feature_0051	-0.739743859716116	-2.00642448347103	1.44984373212959	-0.767444742989476	0.375787342519782	-0.708271350033347	1.9070682324703	-0.468490039764027	0.409530121458853	-1.28293981078858	1.01051587643546	-0.904829329525603	0.569675481123406	-0.973301682352149	1.16017181089513	-1.30557576299881	0.384494915388359	-0.903157304929913	1.84023193291782	-1.79155679690654	-0.29402552229975	-1.02129200065879	-0.0647260677491961	-0.410071605099817
rna_feature_0052	0.487357325881618	2.62565248323398	-3.04242516400644	0.104507675056727	1.00297553586139	1.0176964983369	-1.34072492698912	-1.48270878541332	0.748653358908869	1.15379144761735	-1.0325062089165	-0.0392523802151779	0.424550357888228	1.16547063894525	-1.01028687854366	0.0562884741637743	0.502848808014888	1.05903678729922	-1.29145458618451	-0.257855632211627	1.89616711331199	1.65458508260033	-0.79862874737109	-1.42413281165037
rna_feature_0053	4.29856449180343	-3.05155503062437	3.51398227143256	-1.87269819078876	1.14623907248649	-1.87673796463959	2.72083838811591	-1.03991855247535	-0.549360614794554	-4.01039762951666	-0.0130855425820009	-2.70679217560991	3.07441641544771	-1.44990314500711	2.40902297363587	1.79477766331462	2.44729788790548	-3.05738951253278	2.08327043937933	-0.930709569444927	0.197490828858201	-2.50354473455304	0.517274632378953	-3.1173390668905
rna_feature_0054	-4.66323754425408	0.604831744252116	-5.28939028237458	1.53785685057483	-3.46095221296768	1.89192489452883	-1.26147239244991	2.12420576755399	0.529540096769061	4.80234636744012	-0.432266622875278	3.14043763932691	-4.06969758422904	1.35226906300731	-4.24624168418149	0.679515174886813	-2.3870717927361	3.47140988574791	-0.167963396026753	0.450936420082688	-0.191514692691998	3.86625656744281	0.957727195668759	3.55196974248325
rna_feature_0055	-1.25848463942865	-2.25728396248165	3.56450009142826	2.73034681870139	-1.35271780616652	-1.14519991254783	1.8358238725737	1.61048815729234	-2.22396543236664	-3.93377547674841	0.528054313637726	0.461830051495602	0.759565875920422	-1.50897343621529	2.46859593538182	1.54359674249328	-0.807914045981161	-1.23499034451962	-0.329994688655671	0.397809515311746	-3.81498576566633	-2.42331918893636	1.15024024934426	0.792935717794709
rna_feature_0056	-0.959009804882328	0.599410378635225	0.76135007603414	2.54995188879855	-0.0124426696915372	0.422385353415544	1.28100302863834	0.805766722586858	-1.02992550246753	-0.403376058108049	-1.03677047562169	1.00456735530909	-1.5370762512812	-0.288423145882288	2.25926652175278	2.02985667375294	0.315736052702648	-2.08680203620525	0.472757510412658	2.19399305803211	-2.25814840012136	-0.81821980505664	-2.05232346899134	0.832059337346167
rna_feature_0057	0.711193577444065	6.13236488491828	-6.77768557092974	-3.71725091434894	0.329590465312477	2.84570133935509	-4.47385751946502	-2.36474505823707	4.13943981944091	5.51117756495713	-2.93853176437286	-0.189084967043314	-2.47714736691688	3.11418112343503	-5.6658599634315	-2.12345163808186	-1.34935835583734	3.98287327145242	-3.41964659351287	-1.86511333738677	4.89276037170195	4.77972822117279	-0.831193162052547	-0.368736807485245
rna_feature_0058	-0.952185265406988	-3.88074132245497	2.02126659129123	-1.52037900636216	-0.144278269568971	-3.47622506951108	2.84067291912481	-0.533843782356844	2.56739121837308	-0.867806353104212	3.80845239652555	-1.18296958268307	0.0177920380178576	-3.99137860604775	-0.325398367001222	-3.42264532944165	0.115163450942228	-2.64138036631152	2.36782377185961	0.114515820079825	-0.332704538324115	-0.701292299655092	2.50675073040243	-0.0180413347675731
rna_feature_0059	-0.341691885384973	-1.87639157630302	0.80490991641798	-1.6264576599843	-0.668040387761101	0.564000142973812	-1.15166070966321	-2.03286094654979	1.41130768057104	0.036170594988132	1.12440385671391	0.146835385692215	0.801885668143637	-0.651105988911708	-0.25426919241164	-0.875110834784051	0.143555590967921	-0.75868842616214	1.00337845952683	0.0884221507503227	-1.38693864053833	1.51729514995724	1.76901436096792	-0.15268091126598
rna_feature_0060	-3.14132773270738	0.411743096211453	-2.04098092843699	2.12940976411579	-2.98576367397874	0.882024725262223	-1.83984506338933	2.1080524838945	-0.873615357435041	1.09018760797189	0.460874964324836	1.74118871683666	-1.62980729213912	1.63719284786189	-0.172711212696446	3.18590004685302	-1.60952917600286	0.327568948884036	-1.51844820829776	0.179911785479884	-1.79305781454512	0.504784521837581	0.426270550477646	3.44998158316309
rna_feature_0061	2.85869486845153	-0.97254355090209	3.34680808619281	0.753227464920352	0.127802585650251	-1.90661637728509	1.94816930054284	-0.104907042767014	-2.6508344293246	-3.10862667224707	0.553184611525344	-0.55566008682141	0.716685841010689	-0.576795921189831	3.10081813801269	0.174015359808876	1.14141607327741	-1.0814133299864	1.64364842381527	-0.0335311612569312	0.0627220965633897	-3.08021996400463	-0.194996686382668	-0.527449825514144
rna_feature_0062	-0.709717679055947	-1.08310382463518	1.72934448285517	0.212304854681783	0.474172797393084	0.322486613867427	0.110785094797647	0.498702665637598	-1.3558550085956	-2.19154951144536	-0.243282906399685	0.723825487668376	-0.0389113920479094	1.28762345357332	-0.0567190494696782	1.63643861414031	-1.12529079594042	0.171897001974979	0.340960616304237	0.365462593813175	-1.71539510911921	-0.869717778889616	-0.525475923519612	-0.683940957397812
rna_feature_0063	1.57123331890097	2.29639563872438	0.245525087468855	-0.530822102378201	1.09899498775863	-0.0306349834917115	0.00787093500681874	-0.778668109239319	0.320904078464582	-0.500179692521582	-0.974453434718737	-0.497305937533831	0.871677008813857	0.141825168935815	-0.204651296078224	0.415494263771132	-0.150539755716444	0.312813726655983	1.30305735829264	0.66805117329152	0.662833646307684	0.473882446366401	-1.18032904503633	-0.453167081839968
